id,name,priceUsd,date_time,key_id_date_time
bitcoin,Bitcoin,61279.56780109693,2024-09-18 23:40:39,bitcoin|2024-09-18 23:40:39
ethereum,Ethereum,2357.7868179052207,2024-09-18 23:40:39,ethereum|2024-09-18 23:40:39
tether,Tether,1.0008272300743515,2024-09-18 23:40:39,tether|2024-09-18 23:40:39
binance-coin,BNB,558.2133258185986,2024-09-18 23:40:39,binance-coin|2024-09-18 23:40:39
solana,Solana,132.9934879470795,2024-09-18 23:40:39,solana|2024-09-18 23:40:39
usd-coin,USDC,1.000648096054527,2024-09-18 23:40:39,usd-coin|2024-09-18 23:40:39
xrp,XRP,0.5847536210895299,2024-09-18 23:40:39,xrp|2024-09-18 23:40:39
steth,Lido Staked ETH,2353.578490590273,2024-09-18 23:40:39,steth|2024-09-18 23:40:39
dogecoin,Dogecoin,0.1029989233828094,2024-09-18 23:40:39,dogecoin|2024-09-18 23:40:39
tron,TRON,0.1495804500023406,2024-09-18 23:40:39,tron|2024-09-18 23:40:39
cardano,Cardano,0.3411458551885903,2024-09-18 23:40:39,cardano|2024-09-18 23:40:39
avalanche,Avalanche,24.302170292763673,2024-09-18 23:40:39,avalanche|2024-09-18 23:40:39
wrapped-bitcoin,Wrapped Bitcoin,61213.70737355607,2024-09-18 23:40:39,wrapped-bitcoin|2024-09-18 23:40:39
shiba-inu,Shiba Inu,1.35905062935e-05,2024-09-18 23:40:39,shiba-inu|2024-09-18 23:40:39
chainlink,Chainlink,10.791724871992994,2024-09-18 23:40:39,chainlink|2024-09-18 23:40:39
bitcoin-cash,Bitcoin Cash,318.10204226164717,2024-09-18 23:40:39,bitcoin-cash|2024-09-18 23:40:39
polkadot,Polkadot,4.140363459812086,2024-09-18 23:40:39,polkadot|2024-09-18 23:40:39
multi-collateral-dai,Multi Collateral DAI,1.001448352362669,2024-09-18 23:40:39,multi-collateral-dai|2024-09-18 23:40:39
unus-sed-leo,UNUS SED LEO,5.686253525360776,2024-09-18 23:40:39,unus-sed-leo|2024-09-18 23:40:39
litecoin,Litecoin,64.61640687603531,2024-09-18 23:40:39,litecoin|2024-09-18 23:40:39
near-protocol,NEAR Protocol,4.207180013011432,2024-09-18 23:40:39,near-protocol|2024-09-18 23:40:39
uniswap,Uniswap,6.710979902420434,2024-09-18 23:40:39,uniswap|2024-09-18 23:40:39
internet-computer,Internet Computer,8.091956723448815,2024-09-18 23:40:39,internet-computer|2024-09-18 23:40:39
fetch,Artificial Superintelligence Alliance,1.4278518836512264,2024-09-18 23:40:39,fetch|2024-09-18 23:40:39
monero,Monero,171.3833103901573,2024-09-18 23:40:39,monero|2024-09-18 23:40:39
stellar,Stellar,0.095081859239612,2024-09-18 23:40:39,stellar|2024-09-18 23:40:39
ethereum-classic,Ethereum Classic,17.938599391799524,2024-09-18 23:40:39,ethereum-classic|2024-09-18 23:40:39
stacks,Stacks,1.555493679007187,2024-09-18 23:40:39,stacks|2024-09-18 23:40:39
okb,OKB,38.17377149815351,2024-09-18 23:40:39,okb|2024-09-18 23:40:39
aave,Aave,140.46094129939885,2024-09-18 23:40:39,aave|2024-09-18 23:40:39
filecoin,Filecoin,3.557632006094091,2024-09-18 23:40:39,filecoin|2024-09-18 23:40:39
crypto-com-coin,Crypto.com Coin,0.0802035438739985,2024-09-18 23:40:39,crypto-com-coin|2024-09-18 23:40:39
fantom,Fantom,0.644464138487409,2024-09-18 23:40:39,fantom|2024-09-18 23:40:39
vechain,VeChain,0.0217949262941084,2024-09-18 23:40:39,vechain|2024-09-18 23:40:39
thorchain,THORChain,4.279079880407171,2024-09-18 23:40:39,thorchain|2024-09-18 23:40:39
injective-protocol,Injective,19.571215151597677,2024-09-18 23:40:39,injective-protocol|2024-09-18 23:40:39
the-graph,The Graph,0.1446467104010525,2024-09-18 23:40:39,the-graph|2024-09-18 23:40:39
theta,THETA,1.3693290118519674,2024-09-18 23:40:39,theta|2024-09-18 23:40:39
maker,Maker,1505.119065654087,2024-09-18 23:40:39,maker|2024-09-18 23:40:39
arweave,Arweave,18.903795688450643,2024-09-18 23:40:39,arweave|2024-09-18 23:40:39
helium,Helium,7.37709384564605,2024-09-18 23:40:39,helium|2024-09-18 23:40:39
polygon,Polygon,0.3824780848996518,2024-09-18 23:40:39,polygon|2024-09-18 23:40:39
cosmos,Cosmos,4.340846041786664,2024-09-18 23:40:39,cosmos|2024-09-18 23:40:39
algorand,Algorand,0.1273091703553604,2024-09-18 23:40:39,algorand|2024-09-18 23:40:39
bitcoin-sv,Bitcoin SV,47.228573402494405,2024-09-18 23:40:39,bitcoin-sv|2024-09-18 23:40:39
lido-dao,Lido DAO,1.016156518899788,2024-09-18 23:40:39,lido-dao|2024-09-18 23:40:39
quant,Quant,72.60494662027675,2024-09-18 23:40:39,quant|2024-09-18 23:40:39
kucoin-token,KuCoin Token,7.412202988445046,2024-09-18 23:40:39,kucoin-token|2024-09-18 23:40:39
flow,Flow,0.546361275517744,2024-09-18 23:40:39,flow|2024-09-18 23:40:39
nervos-network,Nervos Network,0.018268382062157,2024-09-18 23:40:39,nervos-network|2024-09-18 23:40:39
gatetoken,GateToken,8.244568277795356,2024-09-18 23:40:39,gatetoken|2024-09-18 23:40:39
hedera-hashgraph,Hedera Hashgraph,0.0505335153228639,2024-09-18 23:40:39,hedera-hashgraph|2024-09-18 23:40:39
eos,EOS,0.4867798159634108,2024-09-18 23:40:39,eos|2024-09-18 23:40:39
axie-infinity,Axie Infinity,4.700852777932422,2024-09-18 23:40:39,axie-infinity|2024-09-18 23:40:39
neo,Neo,9.455801319179464,2024-09-18 23:40:39,neo|2024-09-18 23:40:39
